"time{s}","ControlVolume1\C\p.T{K}","ControlVolume2\C\p.T{K}"
29.730000000002,324.965391491958,325.601870834339
29.740000000002,324.968406609258,325.604523666957
29.750000000002,324.971419933777,325.607174877911
29.760000000002,324.974431466551,325.609824468242
29.770000000002,324.977441208615,325.612472438992
29.780000000002,324.980449161004,325.615118791199
29.790000000002,324.983455324751,325.617763525904
29.800000000002,324.986459700891,325.620406644145
29.810000000002,324.989462290457,325.623048146959
29.820000000002,324.992463094481,325.625688035382
29.830000000002,324.995462113995,325.628326310452
29.840000000002,324.998459350031,325.630962973203
29.850000000002,325.001454803619,325.63359802467
29.860000000002,325.00444847579,325.636231465886
29.870000000002,325.007440367575,325.638863297885
29.880000000002,325.010430480002,325.641493521698
29.890000000002,325.0134188141,325.644122138356
29.900000000002,325.016405370898,325.646749148892
29.910000000002,325.019390151423,325.649374554333
29.920000000002,325.022373156703,325.651998355709
29.9300000000021,325.025354387764,325.654620554049
29.9400000000021,325.028333845633,325.65724115038
29.9500000000021,325.031311531336,325.659860145729
29.9600000000021,325.034287445897,325.662477541122
29.9700000000021,325.037261590342,325.665093337583
29.9800000000021,325.040233965694,325.667707536137
29.9900000000021,325.043204572978,325.670320137809
30.0000000000021,325.046173413215,325.672931143621
30.0100000000021,325.049140487429,325.675540554594
30.0200000000021,325.052105796643,325.678148371751
30.0300000000021,325.055069341876,325.680754596112
30.0400000000021,325.058031124151,325.683359228696
30.0500000000021,325.060991144488,325.685962270524
30.0600000000021,325.063949403906,325.688563722613
30.0700000000021,325.066905903426,325.69116358598
30.0800000000021,325.069860644065,325.693761861643
30.0900000000021,325.072813626844,325.696358550618
30.1000000000021,325.075764852778,325.69895365392
30.1100000000021,325.078714322886,325.701547172563
30.1200000000021,325.081662038185,325.704139107561
30.1300000000021,325.084607999691,325.706729459928
30.1400000000021,325.087552208419,325.709318230675
30.1500000000021,325.090494665385,325.711905420814
30.1600000000021,325.093435371603,325.714491031356
30.1700000000021,325.096374328088,325.717075063311
30.1800000000021,325.099311535853,325.719657517688
30.1900000000021,325.102246995912,325.722238395496
30.2000000000021,325.105180709277,325.724817697742
30.2100000000021,325.108112676961,325.727395425433
30.2200000000021,325.111042899974,325.729971579576
30.2300000000021,325.113971379328,325.732546161176
30.2400000000021,325.116898116033,325.735119171238
30.2500000000021,325.1198231111,325.737690610766
30.2600000000021,325.122746365538,325.740260480764
30.2700000000021,325.125667880356,325.742828782233
30.2800000000021,325.128587656562,325.745395516175
30.2900000000021,325.131505695164,325.747960683593
30.3000000000021,325.13442199717,325.750524285485
30.3100000000021,325.137336563587,325.753086322852
30.3200000000021,325.140249395421,325.755646796692
30.3300000000021,325.143160493677,325.758205708003
30.3400000000021,325.146069859362,325.760763057784
30.3500000000021,325.148977493479,325.76331884703
30.3600000000021,325.151883397034,325.765873076737
30.3700000000021,325.15478757103,325.768425747901
30.3800000000021,325.15769001647,325.770976861515
30.3900000000021,325.160590734357,325.773526418574
30.4000000000021,325.163489725693,325.776074420071
30.4100000000021,325.16638699148,325.778620866997
30.4200000000021,325.169282532719,325.781165760345
30.4300000000021,325.17217635041,325.783709101104
30.4400000000021,325.175068445555,325.786250890266
30.4500000000021,325.177958819152,325.788791128818
30.4600000000021,325.1808474722,325.791329817751
30.4700000000021,325.183734405698,325.793866958051
30.4800000000021,325.186619620644,325.796402550706
30.4900000000021,325.189503118036,325.798936596702
30.5000000000021,325.192384898871,325.801469097024
30.5100000000021,325.195264964145,325.804000052659
30.5200000000021,325.198143314854,325.806529464589
30.5300000000021,325.201019951993,325.809057333798
30.5400000000021,325.203894876558,325.81158366127
30.5500000000021,325.206768089542,325.814108447986
30.5600000000021,325.209639591941,325.816631694927
30.5700000000022,325.212509384747,325.819153403075
30.5800000000022,325.215377468952,325.821673573408
30.5900000000022,325.21824384555,325.824192206906
30.6000000000022,325.221108515533,325.826709304548
30.6100000000022,325.223971479891,325.829224867311
30.6200000000022,325.226832739615,325.831738896172
30.6300000000022,325.229692295695,325.834251392107
30.6400000000022,325.232550149122,325.836762356093
30.6500000000022,325.235406300885,325.839271789103
30.6600000000022,325.238260751972,325.841779692113
30.6700000000022,325.241113503371,325.844286066095
30.6800000000022,325.243964556071,325.846790912022
30.6900000000022,325.246813911058,325.849294230866
30.7000000000022,325.249661569319,325.851796023598
30.7100000000022,325.252507531841,325.854296291189
30.7200000000022,325.255351799608,325.85679503461
30.7300000000022,325.258194373606,325.859292254828
30.7400000000022,325.261035254819,325.861787952813
30.7500000000022,325.263874444233,325.864282129532
30.7600000000022,325.266711942829,325.866774785952
30.7700000000022,325.269547751592,325.869265923039
30.7800000000022,325.272381871503,325.87175554176
30.7900000000022,325.275214303545,325.874243643079
30.8000000000022,325.278045048699,325.87673022796
30.8100000000022,325.280874107947,325.879215297367
30.8200000000022,325.283701482268,325.881698852262
30.8300000000022,325.286527172644,325.884180893608
30.8400000000022,325.289351180052,325.886661422367
30.8500000000022,325.292173505472,325.889140439498
30.8600000000022,325.294994149883,325.891617945961
30.8700000000022,325.297813114262,325.894093942717
30.8800000000022,325.300630399587,325.896568430724
30.8900000000022,325.303446006835,325.899041410939
30.9000000000022,325.306259936981,325.901512884319
30.9100000000022,325.309072191003,325.903982851823
30.9200000000022,325.311882769875,325.906451314404
30.9300000000022,325.314691674571,325.908918273018
30.9400000000022,325.317498906067,325.911383728621
30.9500000000022,325.320304465337,325.913847682164
30.9600000000022,325.323108353352,325.916310134602
30.9700000000022,325.325910571087,325.918771086887
30.9800000000022,325.328711119513,325.92123053997
30.9900000000022,325.331509999603,325.923688494803
31.0000000000022,325.334307212326,325.926144952335
31.0100000000022,325.337102758655,325.928599913517
31.0200000000022,325.33989663956,325.931053379297
31.0300000000022,325.342688856009,325.933505350623
31.0400000000022,325.345479408972,325.935955828443
31.0500000000022,325.348268299419,325.938404813704
31.0600000000022,325.351055528316,325.940852307351
31.0700000000022,325.353841096633,325.943298310331
31.0800000000022,325.356625005335,325.945742823588
31.0900000000022,325.359407255389,325.948185848067
31.1000000000022,325.362187847762,325.95062738471
31.1100000000022,325.36496678342,325.95306743446
31.1200000000022,325.367744063327,325.95550599826
31.1300000000022,325.370519688447,325.957943077051
31.1400000000022,325.373293659746,325.960378671773
31.1500000000022,325.376065978186,325.962812783366
31.1600000000022,325.378836644731,325.965245412771
31.1700000000022,325.381605660342,325.967676560924
31.1800000000022,325.384373025984,325.970106228766
31.1900000000022,325.387138742615,325.972534417232
31.2000000000022,325.389902811199,325.974961127259
31.2100000000023,325.392665232695,325.977386359784
31.2200000000023,325.395426008063,325.979810115741
31.2300000000023,325.398185138262,325.982232396065
31.2400000000023,325.400942624253,325.984653201691
31.2500000000023,325.403698466992,325.987072533551
31.2600000000023,325.406452667439,325.989490392577
31.2700000000023,325.40920522655,325.991906779703
31.2800000000023,325.411956145283,325.994321695858
31.2900000000023,325.414705424594,325.996735141974
31.3000000000023,325.417453065439,325.999147118981
31.3100000000023,325.420199068773,326.001557627807
31.3200000000023,325.422943435552,326.003966669382
31.3300000000023,325.425686166729,326.006374244633
31.3400000000023,325.428427263259,326.008780354487
31.3500000000023,325.431166726095,326.011184999871
31.3600000000023,325.433904556189,326.013588181711
31.3700000000023,325.436640754495,326.015989900932
31.3800000000023,325.439375321965,326.018390158458
31.3900000000023,325.442108259548,326.020788955214
31.4000000000023,325.444839568197,326.023186292123
31.4100000000023,325.447569248862,326.025582170107
31.4200000000023,325.450297302492,326.027976590088
31.4300000000023,325.453023730037,326.030369552988
31.4400000000023,325.455748532446,326.032761059727
31.4500000000023,325.458471710668,326.035151111224
31.4600000000023,325.461193265649,326.0375397084
31.4700000000023,325.463913198337,326.039926852173
31.4800000000023,325.466631509679,326.042312543461
31.4900000000023,325.469348200622,326.04469678318
31.5000000000023,325.472063272111,326.047079572249
31.5100000000023,325.474776725091,326.049460911581
31.5200000000023,325.477488560508,326.051840802095
31.5300000000023,325.480198779305,326.054219244702
31.5400000000023,325.482907382427,326.056596240319
31.5500000000023,325.485614370816,326.058971789857
31.5600000000023,325.488319745416,326.061345894231
31.5700000000023,325.491023507169,326.063718554351
31.5800000000023,325.493725657016,326.066089771129
31.5900000000023,325.496426195899,326.068459545476
31.6000000000023,325.499125124758,326.070827878303
31.6100000000023,325.501822444534,326.073194770518
31.6200000000023,325.504518156167,326.07556022303
31.6300000000023,325.507212260596,326.077924236748
31.6400000000023,325.509904758759,326.080286812579
31.6500000000023,325.512595651595,326.082647951429
31.6600000000023,325.515284940042,326.085007654206
31.6700000000023,325.517972625036,326.087365921815
31.6800000000023,325.520658707515,326.08972275516
31.6900000000023,325.523343188415,326.092078155146
31.7000000000023,325.526026068672,326.094432122677
31.7100000000023,325.52870734922,326.096784658655
31.7200000000023,325.531387030995,326.099135763983
31.7300000000023,325.534065114931,326.101485439562
31.7400000000023,325.536741601961,326.103833686294
31.7500000000023,325.539416493019,326.106180505079
31.7600000000023,325.542089789038,326.108525896818
31.7700000000023,325.544761490949,326.110869862408
31.7800000000023,325.547431599685,326.113212402748
31.7900000000023,325.550100116177,326.115553518737
31.8000000000023,325.552767041355,326.117893211272
31.8100000000023,325.55543237615,326.120231481248
31.8200000000023,325.558096121491,326.122568329563
31.8300000000023,325.560758278308,326.124903757112
31.8400000000023,325.56341884753,326.127237764788
31.8500000000024,325.566077830084,326.129570353487
31.8600000000024,325.568735226899,326.131901524101
31.8700000000024,325.571391038901,326.134231277524
31.8800000000024,325.574045267017,326.136559614647
31.8900000000024,325.576697912175,326.138886536362
31.9000000000024,325.579348975299,326.141212043561
31.9100000000024,325.581998457314,326.143536137132
31.9200000000024,325.584646359145,326.145858817967
31.9300000000024,325.587292681718,326.148180086953
31.9400000000024,325.589937425955,326.15049994498
31.9500000000024,325.592580592779,326.152818392934
31.9600000000024,325.595222183114,326.155135431703
31.9700000000024,325.597862197881,326.157451062174
31.9800000000024,325.600500638003,326.159765285233
31.9900000000024,325.603137504401,326.162078101764
32.0000000000024,325.605772797995,326.164389512652
32.0100000000024,325.608406519706,326.166699518781
32.0200000000024,325.611038670453,326.169008121035
32.0300000000024,325.613669251156,326.171315320297
32.0400000000024,325.616298262734,326.173621117447
32.0500000000024,325.618925706105,326.175925513369
32.0600000000024,325.621551582186,326.178228508942
32.0700000000024,325.624175891895,326.180530105047
32.0800000000024,325.626798636149,326.182830302564
32.0900000000024,325.629419815864,326.185129102371
32.1000000000024,325.632039431956,326.187426505347
32.1100000000024,325.63465748534,326.18972251237
32.1200000000023,325.637273976932,326.192017124317
32.1300000000023,325.639888907644,326.194310342065
32.1400000000023,325.642502278392,326.196602166488
32.1500000000023,325.645114090088,326.198892598463
32.1600000000023,325.647724343646,326.201181638865
32.1700000000023,325.650333039977,326.203469288566
32.1800000000023,325.652940179994,326.205755548442
32.1900000000023,325.655545764608,326.208040419364
32.2000000000023,325.65814979473,326.210323902204
32.2100000000023,325.66075227127,326.212605997836
32.2200000000023,325.663353195138,326.214886707128
32.2300000000023,325.665952567243,326.217166030952
32.2400000000023,325.668550388495,326.219443970178
32.2500000000023,325.671146659802,326.221720525675
32.2600000000023,325.673741382071,326.22399569831
32.2700000000023,325.676334556211,326.226269488953
32.2800000000023,325.678926183127,326.22854189847
32.2900000000023,325.681516263727,326.230812927729
32.3000000000023,325.684104798916,326.233082577594
32.3100000000023,325.686691789601,326.235350848933
32.3200000000023,325.689277236685,326.237617742609
32.3300000000023,325.691861141073,326.239883259487
32.3400000000023,325.69444350367,326.242147400431
32.3500000000023,325.697024325378,326.244410166303
32.3600000000023,325.699603607102,326.246671557966
32.3700000000023,325.702181349742,326.248931576283
32.3800000000023,325.704757554202,326.251190222114
32.3900000000023,325.707332221383,326.25344749632
32.4000000000023,325.709905352185,326.25570339976
32.4100000000023,325.71247694751,326.257957933296
32.4200000000023,325.715047008258,326.260211097784
32.4300000000023,325.717615535327,326.262462894084
32.4400000000023,325.720182529618,326.264713323054
32.4500000000023,325.722747992028,326.266962385549
32.4600000000023,325.725311923457,326.269210082427
32.4700000000023,325.7278743248,326.271456414544
32.4800000000023,325.730435196957,326.273701382755
32.4900000000023,325.732994540822,326.275944987914
32.5000000000023,325.735552357293,326.278187230876
32.5100000000023,325.738108647265,326.280428112493
32.5200000000023,325.740663411633,326.28266763362
32.5300000000023,325.743216651291,326.284905795107
32.5400000000023,325.745768367135,326.287142597808
32.5500000000023,325.748318560058,326.289378042572
32.5600000000023,325.750867230953,326.291612130251
32.5700000000023,325.753414380712,326.293844861694
32.5800000000023,325.755960010229,326.29607623775
32.5900000000023,325.758504120394,326.298306259269
32.6000000000023,325.761046712099,326.300534927098
32.6100000000023,325.763587786235,326.302762242085
32.6200000000023,325.766127343692,326.304988205077
32.6300000000022,325.76866538536,326.307212816921
32.6400000000022,325.771201912129,326.309436078461
32.6500000000022,325.773736924886,326.311657990544
32.6600000000022,325.776270424521,326.313878554013
32.6700000000022,325.778802411921,326.316097769713
32.6800000000022,325.781332887974,326.318315638487
32.6900000000022,325.783861853567,326.320532161178
32.7000000000022,325.786389309586,326.322747338629
32.7100000000022,325.788915256916,326.32496117168
32.7200000000022,325.791439696445,326.327173661173
32.7300000000022,325.793962629055,326.329384807949
32.7400000000022,325.796484055633,326.331594612847
32.7500000000022,325.799003977061,326.333803076707
32.7600000000022,325.801522394224,326.336010200367
32.7700000000022,325.804039308005,326.338215984665
32.7800000000022,325.806554719285,326.34042043044
32.7900000000022,325.809068628948,326.342623538528
32.8000000000022,325.811581037874,326.344825309765
32.8100000000022,325.814091946945,326.347025744987
32.8200000000022,325.816601357041,326.34922484503
32.8300000000022,325.819109269043,326.351422610729
32.8400000000022,325.82161568383,326.353619042916
32.8500000000022,325.824120602281,326.355814142427
32.8600000000022,325.826624025276,326.358007910093
32.8700000000022,325.829125953691,326.360200346747
32.8800000000022,325.831626388406,326.362391453221
32.8900000000022,325.834125330297,326.364581230347
32.9000000000022,325.836622780241,326.366769678954
32.9100000000022,325.839118739114,326.368956799873
32.9200000000022,325.841613207792,326.371142593933
32.9300000000022,325.844106187151,326.373327061963
32.9400000000022,325.846597678065,326.375510204792
32.9500000000022,325.849087681409,326.377692023247
32.9600000000022,325.851576198056,326.379872518156
32.9700000000022,325.85406322888,326.382051690344
32.9800000000022,325.856548774754,326.384229540639
32.9900000000022,325.85903283655,326.386406069865
33.0000000000022,325.861515415141,326.388581278848
33.0100000000022,325.863996511397,326.390755168412
33.0200000000022,325.86647612619,326.39292773938
33.0300000000022,325.86895426039,326.395098992576
33.0400000000022,325.871430914867,326.397268928823
33.0500000000022,325.873906090492,326.399437548942
33.0600000000022,325.876379788132,326.401604853755
33.0700000000022,325.878852008657,326.403770844083
33.0800000000022,325.881322752935,326.405935520746
33.0900000000022,325.883792021833,326.408098884564
33.1000000000022,325.886259816219,326.410260936357
33.1100000000022,325.888726136959,326.412421676942
33.1200000000022,325.891190984919,326.414581107139
33.1300000000021,325.893654360966,326.416739227764
33.1400000000021,325.896116265964,326.418896039635
33.1500000000021,325.898576700779,326.421051543568
33.1600000000021,325.901035666274,326.423205740378
33.1700000000021,325.903493163314,326.425358630882
33.1800000000021,325.905949192762,326.427510215894
33.1900000000021,325.908403755481,326.429660496228
33.2000000000021,325.910856852333,326.431809472697
33.2100000000021,325.91330848418,326.433957146116
33.2200000000021,325.915758651883,326.436103517295
33.2300000000021,325.918207356305,326.438248587047
33.2400000000021,325.920654598304,326.440392356184
33.2500000000021,325.923100378742,326.442534825517
33.2600000000021,325.925544698477,326.444675995854
33.2700000000021,325.927987558369,326.446815868008
33.2800000000021,325.930428959277,326.448954442785
33.2900000000021,325.932868902058,326.451091720996
33.3000000000021,325.935307387571,326.453227703448
33.3100000000021,325.937744416672,326.455362390948
33.3200000000021,325.940179990218,326.457495784304
33.3300000000021,325.942614109066,326.459627884321
33.3400000000021,325.945046774071,326.461758691807
33.3500000000021,325.947477986089,326.463888207565
33.3600000000021,325.949907745974,326.466016432401
33.3700000000021,325.952336054581,326.468143367119
33.3800000000021,325.954762912764,326.470269012522
33.3900000000021,325.957188321375,326.472393369414
33.4000000000021,325.959612281269,326.474516438596
33.4100000000021,325.962034793297,326.476638220872
33.4200000000021,325.964455858312,326.478758717042
33.4300000000021,325.966875477165,326.480877927908
33.4400000000021,325.969293650707,326.482995854269
33.4500000000021,325.971710379789,326.485112496925
33.4600000000021,325.97412566526,326.487227856676
33.4700000000021,325.976539507971,326.489341934321
33.4800000000021,325.978951908771,326.491454730656
33.4900000000021,325.981362868508,326.493566246481
33.5000000000021,325.983772388031,326.495676482592
33.5100000000021,325.986180468187,326.497785439785
33.5200000000021,325.988587109824,326.499893118857
33.5300000000021,325.990992313789,326.501999520603
33.5400000000021,325.993396080927,326.504104645817
33.5500000000021,325.995798412085,326.506208495295
33.5600000000021,325.998199308108,326.508311069829
33.5700000000021,326.000598769842,326.510412370214
33.5800000000021,326.00299679813,326.512512397241
33.5900000000021,326.005393393817,326.514611151704
33.6000000000021,326.007788557746,326.516708634392
33.6100000000021,326.01018229076,326.518804846099
33.6200000000021,326.012574593703,326.520899787614
33.630000000002,326.014965467415,326.522993459727
33.640000000002,326.01735491274,326.525085863228
33.650000000002,326.019742930517,326.527176998905
33.660000000002,326.022129521588,326.529266867547
33.670000000002,326.024514686793,326.531355469942
33.680000000002,326.026898426972,326.533442806877
33.690000000002,326.029280742964,326.535528879139
33.700000000002,326.031661635608,326.537613687514
33.710000000002,326.034041105743,326.539697232788
33.720000000002,326.036419154206,326.541779515746
33.730000000002,326.038795781835,326.543860537173
33.740000000002,326.041170989467,326.545940297852
33.750000000002,326.043544777938,326.548018798568
33.760000000002,326.045917148085,326.550096040103
33.770000000002,326.048288100744,326.55217202324
33.780000000002,326.050657636749,326.554246748761
33.790000000002,326.053025756934,326.556320217447
33.800000000002,326.055392462135,326.558392430079
33.810000000002,326.057757753186,326.560463387438
33.820000000002,326.060121630918,326.562533090303
33.830000000002,326.062484096166,326.564601539454
33.840000000002,326.064845149762,326.566668735669
33.850000000002,326.067204792537,326.568734679727
33.860000000002,326.069563025323,326.570799372406
33.870000000002,326.071919848951,326.572862814482
33.880000000002,326.074275264251,326.574925006733
33.890000000002,326.076629272054,326.576985949934
33.900000000002,326.07898187319,326.579045644862
33.910000000002,326.081333068486,326.58110409229
33.920000000002,326.083682858773,326.583161292995
33.930000000002,326.086031244877,326.585217247749
33.940000000002,326.088378227628,326.587271957327
33.950000000002,326.090723807852,326.589325422501
33.960000000002,326.093067986376,326.591377644044
33.970000000002,326.095410764027,326.593428622728
33.980000000002,326.097752141629,326.595478359324
33.990000000002,326.10009212001,326.597526854604
34.000000000002,326.102430699993,326.599574109337
34.010000000002,326.104767882404,326.601620124293
34.020000000002,326.107103668066,326.603664900242
34.030000000002,326.109438057804,326.605708437953
34.040000000002,326.111771052439,326.607750738193
34.050000000002,326.114102652796,326.609791801731
34.060000000002,326.116432859695,326.611831629335
34.070000000002,326.118761673959,326.613870221769
34.080000000002,326.12108909641,326.615907579802
34.090000000002,326.123415127867,326.617943704198
34.100000000002,326.125739769152,326.619978595724
34.110000000002,326.128063021084,326.622012255142
34.120000000002,326.130384884484,326.624044683219
34.1300000000019,326.132705360169,326.626075880716
34.1400000000019,326.135024448958,326.628105848398
34.1500000000019,326.13734215167,326.630134587027
34.1600000000019,326.139658469123,326.632162097366
34.1700000000019,326.141973402132,326.634188380174
34.1800000000019,326.144286951516,326.636213436215
34.1900000000019,326.14659911809,326.638237266248
34.2000000000019,326.148909902671,326.640259871034
34.2100000000019,326.151219306073,326.642281251331
34.2200000000019,326.153527329112,326.644301407899
34.2300000000019,326.155833972602,326.646320341497
34.2400000000019,326.158139237356,326.648338052882
34.2500000000019,326.16044312419,326.650354542812
34.2600000000019,326.162745633914,326.652369812044
34.2700000000019,326.165046767344,326.654383861334
34.2800000000019,326.167346525289,326.656396691439
34.2900000000019,326.169644908563,326.658408303113
34.3000000000019,326.171941917976,326.660418697113
34.3100000000019,326.17423755434,326.662427874191
34.3200000000019,326.176531818464,326.664435835102
34.3300000000019,326.178824711158,326.6664425806
34.3400000000019,326.181116233233,326.668448111437
34.3500000000019,326.183406385497,326.670452428366
34.3600000000019,326.185695168758,326.672455532139
34.3700000000019,326.187982583824,326.674457423506
34.3800000000019,326.190268631505,326.67645810322
34.3900000000019,326.192553312605,326.67845757203
34.4000000000019,326.194836627933,326.680455830686
34.4100000000019,326.197118578294,326.682452879938
34.4200000000019,326.199399164495,326.684448720535
34.4300000000019,326.20167838734,326.686443353224
34.4400000000019,326.203956247635,326.688436778754
34.4500000000019,326.206232746184,326.690428997872
34.4600000000019,326.208507883791,326.692420011324
34.4700000000019,326.21078166126,326.694409819859
34.4800000000019,326.213054079394,326.69639842422
34.4900000000019,326.215325138995,326.698385825153
34.5000000000019,326.217594840866,326.700372023405
34.5100000000019,326.219863185809,326.702357019717
34.5200000000019,326.222130174624,326.704340814836
34.5300000000019,326.224395808113,326.706323409503
34.5400000000019,326.226660087077,326.708304804462
34.5500000000019,326.228923012314,326.710285000456
34.5600000000019,326.231184584625,326.712263998225
34.5700000000019,326.233444804809,326.714241798512
34.5800000000019,326.235703673664,326.716218402057
34.5900000000019,326.237961191988,326.7181938096
34.6000000000019,326.24021736058,326.720168021883
34.6100000000019,326.242472180237,326.722141039643
34.6200000000019,326.244725651754,326.72411286362
34.6300000000019,326.24697777593,326.726083494552
34.6400000000018,326.249228553559,326.728052933177
34.6500000000018,326.251477985437,326.730021180233
34.6600000000018,326.25372607236,326.731988236456
34.6700000000018,326.255972815121,326.733954102583
34.6800000000018,326.258218214516,326.73591877935
34.6900000000018,326.260462271336,326.737882267492
34.7000000000018,326.262704986377,326.739844567745
34.7100000000018,326.264946360431,326.741805680842
34.7200000000018,326.26718639429,326.743765607517
34.7300000000018,326.269425088745,326.745724348505
34.7400000000018,326.271662444589,326.747681904538
34.7500000000018,326.273898462613,326.749638276348
34.7600000000018,326.276133143607,326.751593464668
34.7700000000018,326.278366488361,326.753547470229
34.7800000000018,326.280598497665,326.755500293762
34.7900000000018,326.282829172308,326.757451935998
34.8000000000018,326.285058513079,326.759402397666
34.8100000000018,326.287286520766,326.761351679497
34.8200000000018,326.289513196157,326.763299782219
34.8300000000018,326.29173854004,326.765246706561
34.8400000000018,326.293962553202,326.767192453251
34.8500000000018,326.296185236429,326.769137023017
34.8600000000018,326.298406590508,326.771080416586
34.8700000000018,326.300626616223,326.773022634684
34.8800000000018,326.302845314361,326.774963678038
34.8900000000018,326.305062685707,326.776903547373
34.9000000000018,326.307278731043,326.778842243414
34.9100000000018,326.309493451155,326.780779766887
34.9200000000018,326.311706846826,326.782716118516
34.9300000000018,326.313918918839,326.784651299023
34.9400000000018,326.316129667977,326.786585309134
34.9500000000018,326.318339095021,326.788518149569
34.9600000000018,326.320547200754,326.790449821052
34.9700000000018,326.322753985957,326.792380324305
34.9800000000018,326.32495945141,326.794309660048
34.9900000000018,326.327163597894,326.796237829003
35.0000000000018,326.329366426188,326.79816483189
35.0100000000018,326.331567937073,326.800090669429
35.0200000000018,326.333768131328,326.802015342339
35.0300000000018,326.335967009731,326.80393885134
35.0400000000018,326.33816457306,326.80586119715
35.0500000000018,326.340360822093,326.807782380486
35.0600000000018,326.342555757607,326.809702402067
35.0700000000018,326.34474938038,326.811621262609
35.0800000000018,326.346941691187,326.813538962829
35.0900000000018,326.349132690805,326.815455503443
35.1000000000018,326.351322380009,326.817370885167
35.1100000000018,326.353510759574,326.819285108715
35.1200000000018,326.355697830276,326.821198174803
35.1300000000018,326.357883592887,326.823110084145
35.1400000000017,326.360068048183,326.825020837454
35.1500000000017,326.362251196936,326.826930435444
35.1600000000017,326.364433039919,326.828838878827
35.1700000000017,326.366613577905,326.830746168316
35.1800000000017,326.368792811666,326.832652304622
35.1900000000017,326.370970741973,326.834557288457
35.2000000000017,326.373147369598,326.836461120532
35.2100000000017,326.375322695312,326.838363801557
35.2200000000017,326.377496719884,326.840265332242
35.2300000000017,326.379669444084,326.842165713297
35.2400000000017,326.381840868683,326.84406494543
35.2500000000017,326.384010994449,326.845963029351
35.2600000000017,326.38617982215,326.847859965766
35.2700000000017,326.388347352555,326.849755755385
35.2800000000017,326.390513586431,326.851650398913
35.2900000000017,326.392678524546,326.853543897058
35.3000000000017,326.394842167667,326.855436250525
35.3100000000017,326.397004516559,326.857327460021
35.3200000000017,326.399165571989,326.859217526251
35.3300000000017,326.401325334723,326.861106449919
35.3400000000017,326.403483805525,326.86299423173
35.3500000000017,326.40564098516,326.864880872388
35.3600000000017,326.407796874392,326.866766372596
35.3700000000017,326.409951473985,326.868650733057
35.3800000000017,326.412104784703,326.870533954473
35.3900000000017,326.414256807308,326.872416037546
35.4000000000017,326.416407542563,326.874296982979
35.4100000000017,326.41855699123,326.876176791472
35.4200000000017,326.420705154071,326.878055463725
35.4300000000017,326.422852031846,326.879933000439
35.4400000000017,326.424997625317,326.881809402313
35.4500000000017,326.427141935243,326.883684670048
35.4600000000017,326.429284962385,326.88555880434
35.4700000000017,326.431426707503,326.88743180589
35.4800000000017,326.433567171354,326.889303675394
35.4900000000017,326.435706354698,326.891174413549
35.5000000000017,326.437844258294,326.893044021054
35.5100000000017,326.439980882898,326.894912498604
35.5200000000017,326.442116229268,326.896779846895
35.5300000000017,326.444250298161,326.898646066624
35.5400000000017,326.446383090333,326.900511158484
35.5500000000017,326.448514606541,326.90237512317
35.5600000000017,326.45064484754,326.904237961378
35.5700000000017,326.452773814085,326.906099673799
35.5800000000017,326.454901506931,326.907960261128
35.5900000000017,326.457027926832,326.909819724058
35.6000000000017,326.459153074542,326.911678063281
35.6100000000017,326.461276950815,326.913535279488
35.6200000000017,326.463399556403,326.915391373371
35.6300000000017,326.46552089206,326.917246345621
35.6400000000016,326.467640958536,326.919100196929
35.6500000000016,326.469759756585,326.920952927984
35.6600000000016,326.471877286957,326.922804539476
35.6700000000016,326.473993550404,326.924655032095
35.6800000000016,326.476108547675,326.926504406529
35.6900000000016,326.47822227952,326.928352663466
35.7000000000016,326.480334746691,326.930199803594
35.7100000000016,326.482445949934,326.9320458276
35.7200000000016,326.48455589,326.933890736172
35.7300000000016,326.486664567637,326.935734529995
35.7400000000016,326.488771983592,326.937577209756
35.7500000000016,326.490878138613,326.93941877614
35.7600000000016,326.492983033446,326.941259229833
35.7700000000016,326.49508666884,326.943098571518
35.7800000000016,326.497189045539,326.94493680188
35.7900000000016,326.49929016429,326.946773921604
35.8000000000016,326.501390025838,326.948609931371
35.8100000000016,326.503488630928,326.950444831865
35.8200000000016,326.505585980304,326.952278623769
35.8300000000016,326.507682074711,326.954111307763
35.8400000000016,326.509776914892,326.955942884531
35.8500000000016,326.51187050159,326.957773354752
35.8600000000016,326.513962835548,326.959602719107
35.8700000000016,326.516053917509,326.961430978277
35.8800000000016,326.518143748214,326.963258132942
35.8900000000016,326.520232328405,326.965084183779
35.9000000000016,326.522319658824,326.966909131469
35.9100000000016,326.52440574021,326.96873297669
35.9200000000016,326.526490573304,326.970555720119
35.9300000000016,326.528574158846,326.972377362434
35.9400000000016,326.530656497576,326.974197904312
35.9500000000016,326.532737590232,326.976017346429
35.9600000000016,326.534817437552,326.977835689463
35.9700000000016,326.536896040276,326.979652934087
35.9800000000016,326.538973399141,326.981469080979
35.9900000000016,326.541049514884,326.983284130812
36.0000000000016,326.543124388242,326.985098084261
36.0100000000016,326.545198019951,326.986910942
36.0200000000016,326.547270410748,326.988722704702
36.0300000000016,326.549341561369,326.99053337304
36.0400000000016,326.551411472547,326.992342947687
36.0500000000016,326.553480145019,326.994151429316
36.0600000000016,326.555547579519,326.995958818597
36.0700000000016,326.55761377678,326.997765116202
36.0800000000016,326.559678737536,326.999570322802
36.0900000000016,326.561742462521,327.001374439068
