"time{s}","ControlVolume1\C\p.T{K}","ControlVolume2\C\p.T{K}"
1.81,302.72232102588,303.705081577664
1.82,302.736972160474,303.723754650175
1.83,302.75161853476,303.742409758817
1.84,302.766260142156,303.761046930174
1.85,302.780896976104,303.779666190777
1.86,302.795529030075,303.798267567102
1.87,302.810156297563,303.816851085575
1.88,302.824778772089,303.835416772568
1.89,302.839396447201,303.853964654402
1.9,302.854009316471,303.872494757343
1.91,302.868617373496,303.891007107609
1.92,302.883220611902,303.909501731361
1.93,302.897819025336,303.927978654711
1.94,302.912412607474,303.946437903719
1.95,302.927001352016,303.964879504393
1.96,302.941585252688,303.983303482688
1.97,302.956164303238,304.00170986451
1.98,302.970738497445,304.020098675711
1.99,302.985307829108,304.038469942093
2,302.999872292053,304.056823689408
2.01,303.014431880131,304.075159943355
2.02,303.028986587218,304.093478729582
2.03,303.043536407215,304.111780073688
2.04,303.058081334047,304.13006400122
2.05,303.072621361665,304.148330537675
2.06,303.087156484043,304.166579708498
2.07,303.10168669518,304.184811539085
2.08,303.116211989101,304.203026054782
2.09,303.130732359854,304.221223280883
2.1,303.145247801512,304.239403242636
2.11,303.159758308172,304.257565965233
2.12,303.174263873955,304.275711473822
2.13,303.188764493007,304.293839793498
2.14,303.203260159499,304.311950949307
2.15,303.217750867623,304.330044966246
2.16,303.232236611597,304.348121869262
2.17,303.246717385665,304.366181683254
2.18,303.26119318409,304.384224433069
2.19,303.275664001163,304.402250143509
2.2,303.290129831198,304.420258839324
2.21,303.304590668531,304.438250545216
2.22,303.319046507524,304.456225285838
2.23,303.333497342559,304.474183085795
2.24,303.347943168047,304.492123969644
2.25,303.362383978416,304.510047961892
2.26,303.376819768123,304.527955087
2.27,303.391250531646,304.545845369377
2.28,303.405676263486,304.563718833388
2.29,303.420096958167,304.581575503349
2.29999999999999,303.434512610237,304.599415403525
2.30999999999999,303.448923214267,304.617238558138
2.31999999999999,303.463328764852,304.635044991359
2.32999999999999,303.477729256607,304.652834727314
2.33999999999999,303.492124684173,304.670607790078
2.34999999999999,303.506515042212,304.688364203682
2.35999999999999,303.520900325409,304.706103992108
2.36999999999999,303.535280528474,304.723827179292
2.37999999999999,303.549655646137,304.741533789122
2.38999999999999,303.564025673151,304.75922384544
2.39999999999999,303.578390604293,304.776897372041
2.40999999999999,303.59275043436,304.794554392672
2.41999999999999,303.607105158175,304.812194931035
2.42999999999999,303.62145477058,304.829819010785
2.43999999999999,303.635799266442,304.84742665553
2.44999999999999,303.650138640647,304.865017888832
2.45999999999999,303.664472888108,304.882592734209
2.46999999999999,303.678802003755,304.900151215129
2.47999999999999,303.693125982544,304.917693355016
2.48999999999999,303.70744481945,304.93521917725
2.49999999999999,303.721758509473,304.952728705161
2.50999999999999,303.736067047633,304.970221962038
2.51999999999999,303.750370428973,304.98769897112
2.52999999999999,303.764668648555,305.005159755604
2.53999999999999,303.778961701467,305.02260433864
2.54999999999999,303.793249582816,305.040032743332
2.55999999999999,303.80753228773,305.057444992741
2.56999999999999,303.821809811361,305.074841109881
2.57999999999999,303.836082148882,305.092221117723
2.58999999999999,303.850349295485,305.109585039191
2.59999999999999,303.864611246386,305.126932897165
2.60999999999999,303.878867996822,305.144264714481
2.61999999999999,303.893119542051,305.161580513929
2.62999999999999,303.90736587735,305.178880318256
2.63999999999999,303.921606998022,305.196164150165
2.64999999999999,303.935842899387,305.213432032313
2.65999999999999,303.950073576787,305.230683987313
2.66999999999999,303.964299025587,305.247920037736
2.67999999999999,303.978519241171,305.265140206106
2.68999999999999,303.992734218943,305.282344514906
2.69999999999999,304.006943954331,305.299532986573
2.70999999999999,304.021148442781,305.316705643501
2.71999999999999,304.035347679762,305.333862508042
2.72999999999999,304.049541660761,305.351003602502
2.73999999999999,304.063730381288,305.368128949145
2.74999999999999,304.077913836872,305.385238570192
2.75999999999999,304.092092023065,305.402332487819
2.76999999999998,304.106264935435,305.419410724161
2.77999999999998,304.120432569576,305.43647330131
2.78999999999998,304.134594921097,305.453520241312
2.79999999999998,304.148751985631,305.470551566174
2.80999999999998,304.162903758831,305.487567297858
2.81999999999998,304.177050236367,305.504567458284
2.82999999999998,304.191191413933,305.521552069329
2.83999999999998,304.205327287242,305.53852115283
2.84999999999998,304.219457852025,305.555474730577
2.85999999999998,304.233583104036,305.572412824323
2.86999999999998,304.247703039047,305.589335455774
2.87999999999998,304.26181765285,305.606242646598
2.88999999999998,304.275926941257,305.623134418418
2.89999999999998,304.290030900102,305.640010792816
2.90999999999998,304.304129525234,305.656871791334
2.91999999999998,304.318222812527,305.67371743547
2.92999999999998,304.33231075787,305.690547746681
2.93999999999998,304.346393357175,305.707362746384
2.94999999999998,304.360470606372,305.724162455951
2.95999999999998,304.37454250141,305.740946896717
2.96999999999998,304.388609038259,305.757716089973
2.97999999999998,304.402670212906,305.774470056969
2.98999999999998,304.41672602136,305.791208818915
2.99999999999998,304.430776459648,305.80793239698
3.00999999999998,304.444821523815,305.824640812292
3.01999999999998,304.458861209928,305.841334085936
3.02999999999998,304.472895514071,305.85801223896
3.03999999999998,304.486924432346,305.874675292369
3.04999999999998,304.500947960878,305.891323267128
3.05999999999998,304.514966095807,305.907956184162
3.06999999999998,304.528978833295,305.924574064355
3.07999999999998,304.542986169519,305.941176928551
3.08999999999998,304.556988100679,305.957764797554
3.09999999999998,304.570984622991,305.974337692128
3.10999999999998,304.584975732692,305.990895632997
3.11999999999998,304.598961426034,306.007438640844
3.12999999999998,304.612941699292,306.023966736314
3.13999999999998,304.626916548756,306.040479940012
3.14999999999998,304.640885970736,306.056978272502
3.15999999999998,304.654849961562,306.07346175431
3.16999999999998,304.668808517579,306.089930405921
3.17999999999998,304.682761635153,306.106384247781
3.18999999999998,304.696709310668,306.122823300299
3.19999999999998,304.710651540525,306.139247583842
3.20999999999998,304.724588321145,306.155657118738
3.21999999999998,304.738519648965,306.172051925279
3.22999999999998,304.752445520442,306.188432023714
3.23999999999997,304.76636593205,306.204797434256
3.24999999999997,304.780280880282,306.221148177078
3.25999999999997,304.794190361648,306.237484272316
3.26999999999997,304.808094372677,306.253805740063
3.27999999999997,304.821992909914,306.27011260038
3.28999999999997,304.835885969923,306.286404873284
3.29999999999997,304.849773549288,306.302682578757
3.30999999999997,304.863655644606,306.31894573674
3.31999999999997,304.877532252496,306.335194367139
3.32999999999997,304.891403369592,306.35142848982
3.33999999999997,304.905268992547,306.36764812461
3.34999999999997,304.919129118031,306.383853291301
3.35999999999997,304.932983742731,306.400044009645
3.36999999999997,304.946832863353,306.416220299357
3.37999999999997,304.960676476618,306.432382180114
3.38999999999997,304.974514579268,306.448529671555
3.39999999999997,304.988347168058,306.464662793283
3.40999999999997,305.002174239764,306.480781564863
3.41999999999997,305.015995791176,306.496886005821
3.42999999999997,305.029811819104,306.512976135647
3.43999999999997,305.043622320374,306.529051973795
3.44999999999997,305.057427291829,306.545113539681
3.45999999999997,305.071226730328,306.561160852683
3.46999999999997,305.08502063275,306.577193932143
3.47999999999997,305.098808995987,306.593212797366
3.48999999999997,305.112591816951,306.609217467621
3.49999999999997,305.126369092569,306.625207962139
3.50999999999997,305.140140819787,306.641184300115
3.51999999999997,305.153906995565,306.657146500707
3.52999999999997,305.167667616882,306.673094583038
3.53999999999997,305.181422680732,306.689028566194
3.54999999999997,305.195172184128,306.704948469223
3.55999999999997,305.208916124096,306.720854311139
3.56999999999997,305.222654497681,306.73674611092
3.57999999999997,305.236387301945,306.752623887505
3.58999999999997,305.250114533965,306.768487659801
3.59999999999997,305.263836190835,306.784337446676
3.60999999999997,305.277552269665,306.800173266965
3.61999999999997,305.291262767581,306.815995139463
3.62999999999997,305.304967681728,306.831803082935
3.63999999999997,305.318667009263,306.847597116105
3.64999999999997,305.332360747363,306.863377257666
3.65999999999997,305.346048893218,306.879143526272
3.66999999999997,305.359731444036,306.894895940544
3.67999999999997,305.373408397041,306.910634519068
3.68999999999997,305.387079749473,306.926359280392
3.69999999999997,305.400745498587,306.942070243031
3.70999999999996,305.414405641654,306.957767425466
3.71999999999996,305.428060175963,306.973450846141
3.72999999999996,305.441709098816,306.989120523465
3.73999999999996,305.455352407533,307.004776475815
3.74999999999996,305.468990099449,307.02041872153
3.75999999999996,305.482622171914,307.036047278916
3.76999999999996,305.496248622294,307.051662166244
3.77999999999996,305.509869447971,307.067263401751
3.78999999999996,305.523484646343,307.082851003639
3.79999999999996,305.537094214823,307.098424990077
3.80999999999996,305.55069815084,307.113985379197
3.81999999999996,305.564296451837,307.129532189099
3.82999999999996,305.577889115274,307.14506543785
3.83999999999996,305.591476138625,307.160585143479
3.84999999999996,305.605057519382,307.176091323985
3.85999999999996,305.618633255049,307.19158399733
3.86999999999996,305.632203343147,307.207063181446
3.87999999999996,305.645767781212,307.222528894227
3.88999999999996,305.659326566795,307.237981153535
3.89999999999996,305.672879697463,307.253419977201
3.90999999999996,305.686427170797,307.268845383018
3.91999999999996,305.699968984393,307.284257388748
3.92999999999996,305.713505135862,307.29965601212
3.93999999999996,305.727035622831,307.31504127083
3.94999999999996,305.740560442942,307.330413182537
3.95999999999996,305.754079593851,307.345771764873
3.96999999999996,305.767593073227,307.361117035431
3.97999999999996,305.781100878759,307.376449011775
3.98999999999996,305.794603008145,307.391767711435
3.99999999999996,305.808099459102,307.407073151906
4.00999999999996,305.821590229359,307.422365350654
4.01999999999996,305.835075316662,307.437644325109
4.02999999999996,305.848554718769,307.45291009267
4.03999999999996,305.862028433454,307.468162670704
4.04999999999996,305.875496458506,307.483402076543
4.05999999999996,305.888958791728,307.498628327489
4.06999999999996,305.902415430937,307.513841440811
4.07999999999996,305.915866373964,307.529041433745
4.08999999999996,305.929311618656,307.544228323496
4.09999999999996,305.942751162874,307.559402127236
4.10999999999996,305.956185004491,307.574562862104
4.11999999999996,305.969613141398,307.589710545209
4.12999999999996,305.983035571497,307.604845193627
4.13999999999996,305.996452292705,307.619966824402
4.14999999999996,306.009863302955,307.635075454546
4.15999999999996,306.023268600191,307.650171101041
4.16999999999996,306.036668182374,307.665253780835
4.17999999999996,306.050062047477,307.680323510846
4.18999999999996,306.063450193488,307.695380307959
4.19999999999995,306.076832618408,307.71042418903
4.20999999999995,306.090209320254,307.725455170881
4.21999999999995,306.103580297054,307.740473270305
4.22999999999995,306.116945546851,307.75547850406
4.23999999999995,306.130305067703,307.770470888878
4.24999999999995,306.143658857681,307.785450441456
4.25999999999995,306.157006914868,307.800417178462
4.26999999999995,306.170349237364,307.815371116531
4.27999999999995,306.18368582328,307.83031227227
4.28999999999995,306.197016670741,307.845240662252
4.29999999999995,306.210341777887,307.860156303021
4.30999999999995,306.223661142869,307.87505921109
4.31999999999995,306.236974763855,307.889949402942
4.32999999999995,306.250282639023,307.904826895028
4.33999999999995,306.263584766566,307.919691703771
4.34999999999995,306.276881144691,307.934543845559
4.35999999999995,306.290171771618,307.949383336755
4.36999999999995,306.303456645578,307.964210193688
4.37999999999995,306.316735764819,307.979024432658
4.38999999999995,306.330009127599,307.993826069935
4.39999999999995,306.343276732192,308.008615121759
4.40999999999995,306.356538576884,308.023391604339
4.41999999999995,306.369794659972,308.038155533855
4.42999999999995,306.38304497977,308.052906926457
4.43999999999995,306.396289534602,308.067645798264
4.44999999999995,306.409528322806,308.082372165367
4.45999999999995,306.422761342734,308.097086043826
4.46999999999995,306.435988592749,308.111787449671
4.47999999999995,306.449210071228,308.126476398905
4.48999999999995,306.462425776562,308.141152907498
4.49999999999995,306.475635707152,308.155816991393
4.50999999999995,306.488839861415,308.170468666502
4.51999999999995,306.502038237778,308.185107948709
4.52999999999995,306.515230834683,308.199734853869
4.53999999999995,306.528417650583,308.214349397805
4.54999999999995,306.541598683944,308.228951596315
4.55999999999995,306.554773933245,308.243541465164
4.56999999999995,306.567943396978,308.258119020091
4.57999999999995,306.581107073647,308.272684276805
4.58999999999995,306.594264961769,308.287237250984
4.59999999999995,306.607417059872,308.301777958281
4.60999999999995,306.620563366498,308.316306414318
4.61999999999995,306.633703880202,308.330822634688
4.62999999999995,306.646838599549,308.345326634957
4.63999999999995,306.659967523118,308.35981843066
4.64999999999995,306.6730906495,308.374298037306
4.65999999999995,306.686207977299,308.388765470375
4.66999999999994,306.69931950513,308.403220745317
4.67999999999994,306.712425231621,308.417663877555
4.68999999999994,306.725525155412,308.432094882483
4.69999999999994,306.738619275154,308.446513775469
4.70999999999994,306.751707589512,308.46092057185
4.71999999999994,306.764790097163,308.475315286936
4.72999999999994,306.777866796795,308.489697936009
4.73999999999994,306.790937687107,308.504068534324
4.74999999999994,306.804002766813,308.518427097106
4.75999999999994,306.817062034636,308.532773639554
4.76999999999994,306.830115489313,308.547108176839
4.77999999999994,306.843163129592,308.561430724104
4.78999999999994,306.856204954233,308.575741296463
4.79999999999994,306.869240962006,308.590039909004
4.80999999999994,306.882271151697,308.604326576788
4.81999999999994,306.8952955221,308.618601314847
4.82999999999994,306.908314072022,308.632864138187
4.83999999999994,306.921326800281,308.647115061784
4.84999999999994,306.934333705708,308.661354100591
4.85999999999994,306.947334787146,308.675581269529
4.86999999999994,306.960330043446,308.689796583496
4.87999999999994,306.973319473474,308.70400005736
4.88999999999994,306.986303076108,308.718191705963
4.89999999999994,306.999280850234,308.73237154412
4.90999999999994,307.012252794753,308.746539586619
4.91999999999994,307.025218908574,308.760695848221
4.92999999999994,307.038179190621,308.774840343662
4.93999999999994,307.051133639827,308.788973087647
4.94999999999994,307.064082255137,308.803094094858
4.95999999999994,307.077025035508,308.817203379949
4.96999999999994,307.089961979906,308.831300957548
4.97999999999994,307.102893087311,308.845386842256
4.98999999999994,307.115818356712,308.859461048647
4.99999999999994,307.128737787111,308.873523591269
5,307.128737787111,308.87352359127
5,307.128737787111,308.87352359127
5.01,307.14734573299,308.887574484645
5.02,307.165941028509,308.901619417764
5.03,307.184523684721,308.915658388414
5.04,307.203093712668,308.929691394398
5.05,307.221651123375,308.943718433534
5.06,307.240195927851,308.957739503653
5.07,307.258728137093,308.971754602603
5.08,307.277247762083,308.985763728246
5.09,307.295754813787,308.999766878458
5.1,307.314249303157,309.01376405113
5.11,307.332731241131,309.027755244168
5.12,307.351200638632,309.041740455492
5.13,307.369657506569,309.055719683037
5.14,307.388101855836,309.069692924753
5.15,307.406533697312,309.083660178602
5.16,307.424953041863,309.097621442563
5.17,307.44335990034,309.111576714628
5.18,307.46175428358,309.125525992804
5.19,307.480136202405,309.139469275112
5.2,307.498505667622,309.153406559587
5.21,307.516862690026,309.167337844279
5.22,307.535207280397,309.181263127251
5.23,307.553539449499,309.195182406581
5.23999999999999,307.571859208083,309.209095680361
5.24999999999999,307.590166566887,309.223002946696
5.25999999999999,307.608461536633,309.236904203707
5.26999999999999,307.62674412803,309.250799449527
5.27999999999999,307.645014351773,309.264688682303
5.28999999999999,307.663272218542,309.278571900198
5.29999999999999,307.681517739004,309.292449101387
5.30999999999999,307.699750923812,309.30632028406
5.31999999999999,307.717971783603,309.320185446418
5.32999999999999,307.736180329003,309.33404458668
5.33999999999999,307.754376570622,309.347897703075
5.34999999999999,307.772560519057,309.361744793847
5.35999999999999,307.790732184891,309.375585857255
5.36999999999999,307.808891578692,309.38942089157
5.37999999999999,307.827038711018,309.403249895076
5.38999999999999,307.845173592408,309.417072866072
5.39999999999999,307.86329623339,309.43088980287
5.40999999999999,307.881406644479,309.444700703795
5.41999999999999,307.899504836174,309.458505567186
5.42999999999999,307.917590818963,309.472304391395
5.43999999999999,307.935664603318,309.486097174787
5.44999999999999,307.953726199698,309.499883915741
5.45999999999999,307.971775618548,309.513664612649
5.46999999999999,307.989812870302,309.527439263916
5.47999999999999,308.007837965378,309.54120786796
5.48999999999999,308.025850914179,309.554970423213
5.49999999999999,308.043851727099,309.56872692812
5.50999999999999,308.061840414514,309.582477381137
5.51999999999999,308.079816986789,309.596221780736
5.52999999999999,308.097781454275,309.6099601254
5.53999999999999,308.115733827311,309.623692413626
5.54999999999999,308.133674116219,309.637418643924
5.55999999999999,308.151602331311,309.651138814815
5.56999999999999,308.169518482884,309.664852924835
5.57999999999999,308.187422581224,309.678560972533
5.58999999999999,308.205314636599,309.692262956468
5.59999999999999,308.223194659269,309.705958875216
5.60999999999999,308.241062659477,309.719648727361
5.61999999999999,308.258918647455,309.733332511503
5.62999999999999,308.276762633421,309.747010226253
5.63999999999999,308.294594627579,309.760681870237
5.64999999999999,308.312414640122,309.77434744209
5.65999999999999,308.330222681227,309.788006940462
5.66999999999999,308.348018761061,309.801660364015
5.67999999999999,308.365802889775,309.815307711423
5.68999999999999,308.38357507751,309.828948981373
5.69999999999999,308.401335334391,309.842584172564
5.70999999999998,308.419083670531,309.856213283708
5.71999999999998,308.436820096032,309.869836313527
5.72999999999998,308.45454462098,309.883453260759
5.73999999999998,308.47225725545,309.897064124152
5.74999999999998,308.489958009504,309.910668902466
5.75999999999998,308.50764689319,309.924267594474
5.76999999999998,308.525323916544,309.937860198962
5.77999999999998,308.542989089589,309.951446714725
5.78999999999998,308.560642422336,309.965027140573
5.79999999999998,308.578283924781,309.978601475328
5.80999999999998,308.59591360691,309.992169717822
5.81999999999998,308.613531478694,310.005731866901
5.82999999999998,308.631137550093,310.019287921422
5.83999999999998,308.648731831052,310.032837880253
5.84999999999998,308.666314331507,310.046381742277
5.85999999999998,308.683885061378,310.059919506385
5.86999999999998,308.701444030574,310.073451171482
5.87999999999998,308.71899124899,310.086976736485
5.88999999999998,308.736526726511,310.100496200322
5.89999999999998,308.754050473006,310.114009561932
5.90999999999998,308.771562498336,310.127516820268
5.91999999999998,308.789062812344,310.141017974292
5.92999999999998,308.806551424865,310.154513022979
5.93999999999998,308.824028345719,310.168001965315
5.94999999999998,308.841493584715,310.181484800299
5.95999999999998,308.85894715165,310.19496152694
5.96999999999998,308.876389056306,310.208432144259
5.97999999999998,308.893819308454,310.221896651288
5.98999999999998,308.911237917855,310.235355047072
5.99999999999998,308.928644894254,310.248807330664
6.00999999999998,308.946040247386,310.262253501133
6.01999999999998,308.963423986973,310.275693557556
6.02999999999998,308.980796122724,310.289127499022
6.03999999999998,308.998156664338,310.302555324632
6.04999999999998,309.015505621499,310.315977033497
6.05999999999998,309.032843003881,310.329392624741
6.06999999999998,309.050168821144,310.342802097497
6.07999999999998,309.067483082938,310.356205450911
6.08999999999998,309.084785798899,310.369602684138
6.09999999999998,309.102076978651,310.382993796347
6.10999999999998,309.119356631808,310.396378786716
6.11999999999998,309.13662476797,310.409757654434
6.12999999999998,309.153881396725,310.423130398702
6.13999999999998,309.17112652765,310.43649701873
6.14999999999998,309.188360170309,310.449857513743
6.15999999999998,309.205582334255,310.463211882972
6.16999999999998,309.222793029027,310.476560125661
6.17999999999997,309.239992264156,310.489902241067
6.18999999999997,309.257180049156,310.503238228453
6.19999999999997,309.274356393535,310.516568087097
6.20999999999997,309.291521306783,310.529891816286
6.21999999999997,309.308674798382,310.543209415318
6.22999999999997,309.325816877803,310.556520883501
6.23999999999997,309.342947554501,310.569826220154
6.24999999999997,309.360066837923,310.583125424608
6.25999999999997,309.377174737503,310.596418496202
6.26999999999997,309.394271262663,310.609705434288
6.27999999999997,309.411356422814,310.622986238227
6.28999999999997,309.428430227354,310.636260907391
6.29999999999997,309.445492685671,310.649529441162
6.30999999999997,309.462543807139,310.662791838933
6.31999999999997,309.479583601124,310.676048100108
6.32999999999997,309.496612076978,310.6892982241
6.33999999999997,309.51362924404,310.702542210333
6.34999999999997,309.53063511164,310.715780058241
6.35999999999997,309.547629689097,310.729011767269
6.36999999999997,309.564612985715,310.742237336872
6.37999999999997,309.581585010789,310.755456766515
6.38999999999997,309.598545773604,310.768670055672
6.39999999999997,309.615495283429,310.78187720383
6.40999999999997,309.632433549526,310.795078210483
6.41999999999997,309.649360581143,310.808273075138
6.42999999999997,309.666276387518,310.82146179731
6.43999999999997,309.683180977876,310.834644376525
6.44999999999997,309.700074361433,310.847820812319
6.45999999999997,309.716956547391,310.860991104237
6.46999999999997,309.733827544943,310.874155251835
6.47999999999997,309.750687363269,310.887313254679
6.48999999999997,309.767536011539,310.900465112345
6.49999999999997,309.78437349891,310.913610824418
6.50999999999997,309.801199834531,310.926750390493
6.51999999999997,309.818015027536,310.939883810175
6.52999999999997,309.83481908705,310.95301108308
6.53999999999997,309.851612022187,310.966132208831
6.54999999999997,309.868393842048,310.979247187064
6.55999999999997,309.885164555725,310.992356017423
6.56999999999997,309.901924172298,311.00545869956
6.57999999999997,309.918672700835,311.018555233141
6.58999999999997,309.935410150395,311.031645617837
6.59999999999997,309.952136530024,311.044729853332
6.60999999999997,309.968851848757,311.057807939318
6.61999999999997,309.98555611562,311.070879875496
6.62999999999997,310.002249339626,311.083945661578
6.63999999999997,310.018931529779,311.097005297285
6.64999999999996,310.035602695068,311.110058782347
6.65999999999996,310.052262844476,311.123106116504
6.66999999999996,310.068911986973,311.136147299504
6.67999999999996,310.085550131516,311.149182331106
6.68999999999996,310.102177287055,311.162211211078
6.69999999999996,310.118793462527,311.175233939197
6.70999999999996,310.135398666858,311.18825051525
6.71999999999996,310.151992908964,311.201260939032
6.72999999999996,310.168576197749,311.214265210348
